string_id,context,ko,en,ja,zh-Hans,zh-Hant,es,fr,de,pt-BR,notes,status
p06_08.time.01.item.05.text,lore,"정상에 오르는 날이다. 무대에 처음 발을 디디는 그 순간, 섬이 한 번 반짝인다. 이전과 다른 모습이 거기 있다. 달라진 것이 있고, 여전한 것도 있다. 달라진 것이 어디서 왔는지는 도감을 보면 알 수 있다.",,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.06.label,lore,여섯째 단계: 변화 이후의 아이동,,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.06.text,lore,"무대를 내려온 뒤에도 아이동은 여전히 이곳에 산다. 다음 모습이 되었어도 하던 일을 계속한다. 연습하고, 밥을 먹고, 좋아하는 구역에 간다. 도감은 새로운 칸을 향해 다시 열린다.",,,,,,,,,wb_v1,ko_draft
p06_09.title,lore,보석과 다음 모습,,,,,,,,,wb_v1,ko_draft
p06_09.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_09.nav_label,lore,보석과 다음 모습,,,,,,,,,wb_v1,ko_draft
p06_09.summary.01,lore,"15구역의 보석이 아이동의 변화에서 하는 역할, 표식으로서의 보석.",,,,,,,,,wb_v1,ko_draft
p06_09.body.01,lore,"보석은 섬이 내어주는 것이다. 마음을 쓴 자리에서 자라고, 시간이 흐른 자리에서 굳는다. 그리고 아이동이 다음 모습으로 가는 변화의 의식에서, 어떤 보석들은 그 변화의 표식이 된다.",,,,,,,,,wb_v1,ko_draft
p06_09.body.02,lore,"어떤 보석이 어떤 결로 다음 모습과 닿는지는 아이동마다, 어떤 시간을 보냈느냐마다 다르다. 다만 아래 보석들은 변화의 자리에서 자주 발견된다.",,,,,,,,,wb_v1,ko_draft
p06_09.body.03,lore,"보석은 변화를 일으키는 것이 아니다. 변화가 일어났다는 것을 작고 단단한 방식으로 기억해 두는 표식이다. 도감에 보석이 담기는 것은 그래서다. ""이때, 이렇게 달라졌다""는 증거가 주머니 속에서 천천히 따뜻해지도록.",,,,,,,,,wb_v1,ko_draft
p06_09.quote.01,lore,보석은 변화를 만들지 않는다. 변화가 지나간 자리에서 자란다.,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.title,lore,보석과 다음 모습,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.01.label,lore,**반짝광석**,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.01.value,lore,"목표의 반짝 산 · 알아봐 준 순간 산이 흘린 빛 조각 · 무대에 서는 바로 그 순간, 발자국 둘레에서 생긴다",,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.02.label,lore,**용기수정**,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.02.value,lore,자신감 폭포 · 떨어지는 물 아래에서만 자라는 보석 · 처음 무언가를 시도하는 아이동 곁에 놓여 있다,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.03.label,lore,**새싹옥**,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.03.value,lore,성장의 정원 · 자랄수록 색이 짙어지는 더딘 옥 · 시간이 쌓일수록 아이동 곁에서 짙어진다,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.04.label,lore,**미지근옥**,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.04.value,lore,휴식의 오아시스 · 쥐면 체온이 되는 서두르지 않는 옥 · 무대 직전 데뷔 회의실에서 아이동 손에 쥐어져 있다,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.05.label,lore,**순간유리**,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.05.value,lore,시간의 모래 광장 · 찰나가 굳어 영원이 된 유리구슬 · 변화가 일어난 그 한순간이 안에 담겨 굳는다,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.06.label,lore,**정상돌**,,,,,,,,,wb_v1,ko_draft
p06_09.data.01.row.06.value,lore,성찰의 등산로 · 끝까지 오른 자만 줍는 작고 묵직한 돌 · 정상 무대에 오른 뒤 길에서 발견된다,,,,,,,,,wb_v1,ko_draft
p06_10.title,lore,가장 빛난 뒤에도 남는 기록,,,,,,,,,wb_v1,ko_draft
p06_10.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_10.nav_label,lore,가장 빛난 뒤에도 남는 기록,,,,,,,,,wb_v1,ko_draft
p06_10.summary.01,lore,"무대가 끝난 뒤에도 도감과 기록은 남는다, 성장 이후의 이야기.",,,,,,,,,wb_v1,ko_draft
p06_10.body.01,lore,무대를 내려온 뒤가 있다.,,,,,,,,,wb_v1,ko_draft
p06_10.body.02,lore,"정상에서의 그 반짝임이 가라앉고 나면, 아이동은 다시 연습실로 돌아가고, 밥을 먹고, 좋아하는 구역으로 간다. 달라진 것이 있지만 이어지는 것도 있다. 같이 앉던 자리, 자주 가던 길, 처음 웃었던 오후의 빛의 각도. 그런 것들은 바뀌지 않는다.",,,,,,,,,wb_v1,ko_draft
p06_10.body.03,lore,"도감도 마찬가지다. 변화가 일어났어도 이전에 채워진 칸들은 그대로 있다. 첫 만남 메모도, 처음 웃은 날도, 함께 먹은 것들도. 도감은 앞으로 나아간다는 뜻에서 자라는 것이 아니라, 뒤로 쌓여서 두꺼워지는 것이다. 더 많이 알게 된다는 것은 이전에 몰랐던 것들을 지운다는 뜻이 아니라, 이미 있는 것들 위에 한 겹이 더 얹힌다는 뜻이다.",,,,,,,,,wb_v1,ko_draft
p06_10.body.04,lore,"어떤 아이동은 한 번 무대에 서고 오래 변화 없이 지낸다. 어떤 아이동은 짧은 간격으로 여러 번 다른 모습이 된다. 어느 쪽도 더 좋거나 더 나쁜 것이 아니다. 이 섬에서 성장이란 특정 숫자에 도달하는 것이 아니라, 함께 보낸 기록이 쌓이는 일이기 때문이다.",,,,,,,,,wb_v1,ko_draft
p06_10.body.05,lore,"도감에 채워지지 않은 칸들이 남아 있어도 괜찮다. 언젠가 채워질 수도 있고, 그냥 빈 칸으로 남아 있을 수도 있다. 빈 칸도 이 관계의 일부다. 거기에 아직 오지 않은 시간이 있다.",,,,,,,,,wb_v1,ko_draft
p06_10.body.06,lore,"반짝 산 정상에서 내려오는 길, 발아래 별무대백합이 다시 바람에 머리를 숙인다. 어제와 같은 풍경인데, 어제와 조금 다르게 보인다.",,,,,,,,,wb_v1,ko_draft
p06_10.quote.01,lore,가장 빛난 뒤에도 남는 것이 있다. 함께 있었다는 기록이다.,,,,,,,,,wb_v1,ko_draft
s07_index.title,lore,기록과 공유,,,,,,,,,wb_v1,ko_draft
s07_index.category,lore,기록,,,,,,,,,wb_v1,ko_draft
s07_index.nav_label,lore,기록과 공유,,,,,,,,,wb_v1,ko_draft
s07_index.summary.01,lore,"포토카드에서 꿈일기까지, 섬에서 남기고 나누는 일의 성격과 예절",,,,,,,,,wb_v1,ko_draft
s07_index.body.01,lore,"함께 보낸 순간은 사라지지 않는다. 그것은 섬의 어딘가에 작게 굳어서, 카드가 되거나 일기가 되거나 바인더 속 한 칸이 된다. 7장은 그 기록들이 어떻게 태어나고, 어떻게 이름을 얻고, 어떻게 나누어질 수 있는지를 살핀다. 포토카드가 태어나는 순간부터 나만 간직해야 하는 기록의 가장자리까지, 여기에는 많은 사람의 손이 다녀간 페이지와 아직 아무도 열어보지 않은 페이지가 함께 있다.",,,,,,,,,wb_v1,ko_draft
s07_index.list.01.title,lore,이 장의 페이지:,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.01,lore,p07_01 포토카드가 태어나는 순간,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.02,lore,p07_02 나의 바인더,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.03,lore,p07_03 꿈일기 월간 기록,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.04,lore,p07_04 마음의 빛 보기,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.05,lore,p07_05 친구섬과 방문,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.06,lore,p07_06 공유의 예절,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.07,lore,p07_07 복사본과 공유본의 안전 규칙,,,,,,,,,wb_v1,ko_draft
s07_index.list.01.item.08,lore,p07_08 나만 간직해야 하는 기록,,,,,,,,,wb_v1,ko_draft
p07_01.title,lore,포토카드가 태어나는 순간,,,,,,,,,wb_v1,ko_draft
p07_01.category,lore,기록,,,,,,,,,wb_v1,ko_draft
p07_01.nav_label,lore,포토카드가 태어나는 순간,,,,,,,,,wb_v1,ko_draft
p07_01.summary.01,lore,"포토카드는 같은 무대라도 같은 것이 없는, 함께한 순간이 굳은 하나뿐인 기록이다",,,,,,,,,wb_v1,ko_draft
p07_01.body.01,lore,"바람이 딱 그 방향으로 불던 저녁 같은 게 있다. 같은 자리에서 같은 사람과 같은 시간을 보냈어도, 그날 바람의 방향까지 똑같이 재현할 수는 없다. 포토카드는 그런 것이다. 함께 보낸 어느 순간이 멈춰, 카드 한 장의 크기로 남은 것.",,,,,,,,,wb_v1,ko_draft
p07_01.body.02,lore,"카드는 억지로 만들어지지 않는다. 어느 날 섬에서 무언가 특별히 다른 일이 있었다는 것을, 아이동이 처음으로 그 구역에 발을 들였거나, 오래 꺼져 있던 불이 켜졌거나, 기다리던 계절이 마침내 왔거나 하는 것을 섬이 먼저 알아채고, 그 순간을 카드로 건네준다. 그러므로 포토카드 한 장은 기록이기 이전에 **목격의 증거**다.",,,,,,,,,wb_v1,ko_draft
p07_01.body.03,lore,"같은 구역, 같은 아이동이 있어도 다음 번 카드는 다를 것이다. 계절이 바뀌고, 빛의 각도가 다르고, 그사이 쌓인 작은 일들이 카드 속 공기를 달라지게 한다. 그래서 두 사람이 같은 섬에서 같은 아이동과 지냈더라도, 서로의 카드를 꺼내 보면 미묘하게 다른 색이 거기 있다. 그것은 기록이 아니라 기억이기 때문이다.",,,,,,,,,wb_v1,ko_draft
p07_01.quote.01,lore,같은 무대는 없다. 다만 같은 마음으로 바라본 자리가 있을 뿐이다.,,,,,,,,,wb_v1,ko_draft
p07_02.title,lore,나의 바인더,,,,,,,,,wb_v1,ko_draft
p07_02.category,lore,기록,,,,,,,,,wb_v1,ko_draft
p07_02.nav_label,lore,나의 바인더,,,,,,,,,wb_v1,ko_draft
p07_02.summary.01,lore,포토카드를 모아 두는 바인더는 함께 보낸 시간의 지도다,,,,,,,,,wb_v1,ko_draft
p07_02.body.01,lore,"바인더는 카드를 꽂아 두는 것보다 훨씬 큰 일을 한다. 카드들이 한 자리에 모이면 그사이에 이야기가 생긴다. 봄 카드와 겨울 카드가 나란히 꽂히면, 그 사이에 흘러간 계절이 보인다. 같은 아이동의 카드가 여러 장 쌓이면, 처음 카드와 가장 최근 카드 사이에 보이지 않는 선이 하나 생긴다. 바인더는 지도가 없는 여행의 지도다.",,,,,,,,,wb_v1,ko_draft
p07_02.quote.01,lore,"바인더를 오래 들여다보고 있으면, 자신이 어떤 것을 알아봐 왔는지가 보이기 시작한다.",,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.title,lore,바인더에 꽂힐 수 있는 것들:,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.01.label,lore,첫 만남 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.01.text,lore,처음 그 아이동과 반짝섬에서 마주쳤을 때,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.02.label,lore,구역 개화 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.02.text,lore,특정 구역이 처음 색을 되찾은 날,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.03.label,lore,절기 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.03.text,lore,섬의 일곱 절기 중 특별한 하루에 남는 기록,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.04.label,lore,함께한 하루 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.04.text,lore,아침·점심·저녁을 모두 함께 보낸 날,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.05.label,lore,데뷔 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.05.text,lore,반짝 산 무대에 처음 섰을 때의 한 장면,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.06.label,lore,방문 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.06.text,lore,친구섬에 다녀온 날의 기록,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.07.label,lore,꿈일기 연동 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.07.text,lore,어느 날 꿈일기가 특별히 밝았을 때,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.08.label,lore,계절 한정 카드,,,,,,,,,wb_v1,ko_draft
p07_02.codex.01.card.08.text,lore,그 계절에만 가능한 풍경이 담긴 것,,,,,,,,,wb_v1,ko_draft
p07_03.title,lore,꿈일기 월간 기록,,,,,,,,,wb_v1,ko_draft
p07_03.category,lore,기록,,,,,,,,,wb_v1,ko_draft
p07_03.nav_label,lore,꿈일기 월간 기록,,,,,,,,,wb_v1,ko_draft
p07_03.summary.01,lore,하루가 잠든 뒤 남는 부드러운 조각들이 한 달씩 쌓여 계절이 된다,,,,,,,,,wb_v1,ko_draft
p07_03.body.01,lore,"하루가 끝나고 아이동이 잠들면, 섬 어딘가에 오늘의 조각이 조용히 내려앉는다. 그것이 꿈일기다. 말보다 늦게 오는 감각, 정리하기 전의 느낌, 그냥 다음 날로 넘어가려 했지만 남아 있는 무언가. 꿈일기는 그것들을 모은다.",,,,,,,,,wb_v1,ko_draft
p07_03.body.02,lore,"한 달이 지나고 나면, 꿈일기들이 제 나름대로 계절의 형태를 이룬다. 어떤 달은 등대처럼 선명하고, 어떤 달은 안개처럼 흐릿하다. 그것도 기록이다.",,,,,,,,,wb_v1,ko_draft
p07_03.quote.01,lore,"꿈일기를 읽을 때 놀라는 것은, 기억했다고 생각한 날보다 잊고 있던 날이 더 많이 남아 있다는 것이다.",,,,,,,,,wb_v1,ko_draft
p07_03.time.01.title,lore,꿈일기 월간 기록,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.01.label,lore,1주차,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.01.text,lore,새벽의 첫 페이지. 아직 어떤 구역이 색을 가질지 모르는 시간,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.02.label,lore,2주차,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.02.text,lore,섬의 어딘가에 오늘의 반짝 지점이 하나씩 생기기 시작하는 중간,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.03.label,lore,3주차,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.03.text,lore,"아이동과 함께 보낸 날들이 겹쳐, 꿈일기의 색이 두터워지는 자리",,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.04.label,lore,4주차,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.04.text,lore,한 달의 끝. 가장 자주 들렀던 구역이 가장 선명하게 남는다,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.05.label,lore,월말,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.05.text,lore,꿈일기 전체가 한 장의 그림처럼 보이는 순간. 다음 달의 첫 페이지가 비어 기다린다,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.06.label,lore,꿈일기가 쌓이는 방식:,,,,,,,,,wb_v1,ko_draft
p07_03.time.01.item.06.text,lore,,,,,,,,,,wb_v1,ko_draft
p07_04.title,lore,마음의 빛 보기,,,,,,,,,wb_v1,ko_draft
p07_04.category,lore,기록,,,,,,,,,wb_v1,ko_draft
p07_04.nav_label,lore,마음의 빛 보기,,,,,,,,,wb_v1,ko_draft
p07_04.summary.01,lore,"섬에서 지금 가장 밝은 곳이 어디인지 바라보는 일, 그것이 마음의 빛 보기다",,,,,,,,,wb_v1,ko_draft
p07_04.body.01,lore,"섬 전체가 한눈에 보이는 자리에 서면, 어느 구역이 오늘 가장 밝은지가 보인다. 밝은 것은 특별한 사건이 있었기 때문만은 아니다. 최근에 자주 다녀왔거나, 오래 함께 보낸 아이동이 자리를 잡고 있거나, 어제와 오늘 사이에 작은 변화가 있었을 때, 섬은 그런 자리를 한 톤 밝게 두는 편이다.",,,,,,,,,wb_v1,ko_draft
p07_04.body.02,lore,"마음의 빛 보기는 일종의 조용한 질문이다. 어느 구역에 오래 머물렀는지, 어느 구역이 아직 어두운지, 밝아진 자리와 옅어진 자리 사이에 어떤 시간이 있었는지를 스스로 들여다보는 일. 섬이 먼저 말해주지는 않는다. 바라보는 사람의 눈 안에서만 그 이유가 천천히 모양을 갖춘다.",,,,,,,,,wb_v1,ko_draft
p07_04.body.03,lore,"반성의 호수(AREA-15)에서 물을 들여다보는 것도, 성찰의 등산로(AREA-08) 전망대에 오르는 것도 이 행위의 다른 이름들이다. 표면은 다르지만 하는 일은 같다. 내가 어디를 봐왔는지를 다시 한번 비추어 보는 것.",,,,,,,,,wb_v1,ko_draft
p07_04.body.04,lore,"빛은 측정되지 않는다. 그저 ""오늘은 저 구역이 더 밝네""라고 느끼는 것으로 충분하다. 그 느낌이 이미 하나의 작은 알아봄이다.",,,,,,,,,wb_v1,ko_draft
p07_04.quote.01,lore,"섬의 빛을 바라보다 보면, 어느 순간 자기 마음의 지형도를 보고 있다는 것을 깨닫게 된다.",,,,,,,,,wb_v1,ko_draft
p07_05.title,lore,친구섬과 방문,,,,,,,,,wb_v1,ko_draft
p07_05.category,lore,기록,,,,,,,,,wb_v1,ko_draft
p07_05.nav_label,lore,친구섬과 방문,,,,,,,,,wb_v1,ko_draft
p07_05.summary.01,lore,다른 이의 섬을 방문하는 것은 순위가 아니라 우정의 다리를 건너는 일이다,,,,,,,,,wb_v1,ko_draft
p07_05.body.01,lore,우정의 다리(AREA-10)는 내 섬 안에서도 보인다. 물안개 속에 다른 섬 쪽으로 흐릿하게 이어지는 다리다. 그 다리 위를 걸어가면 친구섬에 닿는다.,,,,,,,,,wb_v1,ko_draft
p07_05.body.02,lore,"다른 섬은 내 섬과 전혀 다른 색으로 되어 있을 수도 있다. 밝은 구역이 다르고, 아이동이 자리를 잡은 곳이 다르고, 꿈일기가 남긴 흔적도 다르다. 그것을 비교하기 위해 가는 것이 아니다. 다른 사람이 어떻게 자기 섬을 돌보고 있는지를 가만히 옆에서 보는 것이 방문의 전부다.",,,,,,,,,wb_v1,ko_draft
p07_05.body.03,lore,"친구섬에서 돌아올 때는 가끔 작은 것이 따라온다. 그 섬에서만 피는 꽃이라든가, 내 섬에는 없던 시그니처 색이 잠깐 바람에 섞여 오는 것처럼. 선물이 반드시 무언가 물건일 필요는 없다. ""이 사람은 이 구역을 이렇게 보고 있구나""라는 작은 발견이 이미 선물이다.",,,,,,,,,wb_v1,ko_draft
p07_05.body.04,lore,방문은 가볍게 다녀와야 한다. 친구섬에 너무 오래 머물면 그 섬의 시간에 묻어 내 섬의 오늘을 놓친다. 내 반짝 지점은 내가 있는 섬에서만 켜진다.,,,,,,,,,wb_v1,ko_draft
p07_05.quote.01,lore,"다리를 건너는 것과 그 섬에서 사는 것은 다른 일이다. 방문은 가볍게, 돌아옴은 분명하게.",,,,,,,,,wb_v1,ko_draft
p07_06.title,lore,공유의 예절,,,,,,,,,wb_v1,ko_draft
p07_06.category,lore,기록,,,,,,,,,wb_v1,ko_draft
p07_06.nav_label,lore,공유의 예절,,,,,,,,,wb_v1,ko_draft
p07_06.summary.01,lore,나만 간직할 기록과 나눌 기록을 구분하는 것이 공유의 시작이다,,,,,,,,,wb_v1,ko_draft
p07_06.body.01,lore,"섬에서 생겨나는 기록에는 두 종류가 있다. 꺼냈을 때 더 빛나는 것과, 꺼내면 조금 색이 바래는 것. 전자는 나눌 기록이고 후자는 간직할 기록이다. 공유의 예절은 이 둘을 혼동하지 않는 것에서 시작한다.",,,,,,,,,wb_v1,ko_draft
